"no to już prędzej ma jakiś sens, ale i tak średnio, bo sprawa się rozbija o testowanie (które by wykryło słabe punkty) i poprawę zbioru danych do uczenia maszynowego, a oprogramowanie raczej zostaje takie samo.  tak. tabuny simpów sponsorujących (pośrednio lub bezpośrednio) byle jakie kobiety. trochę rakowe przykłady. portale randkowe to są chyba skonstruowane tak, żeby wydoić maksymalnie hajs z kolesi. podobnie zresztą jak kluby nocne, gdzie faceci zawsze bulą za wstęp, a niebrzydkie panny mają nieraz wejście za darmo, albo dużo taniej. stare, sprawdzone mechanizmy. social media też są rakowe. polegają na maksymalizacji zaangażowania użytkownika, podobnie zresztą jak i  współczesne mass media nieinternetowe. do zwiększenia zaangażowania najlepsze jest np. wzbudzenie pogardy do przeciwstawnej opcji politycznej, ekonomicznej itd i ciągłe jej obsmarowywanie.  hmm, w swojej karierze programisty jeszcze ani razu nie spotkałem się z używanym na produkcji kodem, który by jakoś te różnice kulturowe obsługiwał (nie liczę timezone'ów of koz). jedyną tego typu rzeczą, która widziałem w kodzie był kalendarz świąt, brany z jakiegoś raportu, ale on i tak został zaorany i zastąpiony kalendarzem, który nie uwzględnia żadnych świąt (a więc wolne są tylko soboty i niedziele). ewentualne świąteczne kombinowanie (sztucznie duplikowane raporty itp) załatwia się za to ręcznie. p.s. eh, znowu mi schodzi długo na klepaniu postów i marnuję czas. skróciłem posta nieco.;"
"A no wielki niestety. Zajęć innych mi nie brakuje, ale konkretnie tego nie mam czym zastąpić.;"
"Trochę z mojej strony, odnośnie tego co napisał kolega:  próg wejścia do IT jest OLBRZYMI, między innymi dlatego nikt nie chce zatrudniać juniorów.. w IT zarabia się jednak więcej niż na wszystkich innych stanowiskach w firmie, poza kadrą zarządzającą to prawda, że na działalności można zarobić więcej, ale ze względu na skalę. Jak ktoś myśli, że zarobi miliony będąc fryzjerem to niech się puknie w łeb. Ale rozwijając sieć salonów fryzjerskich.. no to już coś zupełnie innego. 200 zł/g za pracę na niskim ryczałcie to NAPRAWDĘ dużo. Wiem inflacja ostatnio dojeżdża wszystkich, ale poza nieruchomościami przez ostatnie 10 lat inflacja była średnio dużo niższa niż potencjalne podwyżki boom w pandemii sprawił, że w IT zaczęło się pojawiać mnóstwo patologii. Junior po kursie na Udemy za 100zł/g, gdzie 10 lat temu tyle zarabiał senior. Brak podstawowej wiedzy dziedzinowej, jak np. jak działa hashmapa. Ogólne wpuszczenie na rynek mnóstwa 'szrotu', tylko po to aby zapełnić fikcyjne wakaty. Ci ludzie nazywali się programistami, ale tak naprawdę nic nie umieli i teraz lecą jeden, po drugim. robienie kilku projektów jednocześnie, ostatnie naprawdę częsta sprawa, kiedyś naprawdę rzadkość naiwne jest myślenie ze chat GPT akurat zastąpi programistów. Wpierw wymiecie Hindusów, klepaczy Exceli i Powerpointów brak dostosowania się do rynku. Ludzie nie chcą robić w starych projektach z legacy codem (JSF, GWT, Java EE) a z drugiej strony nie znają też chmury, kubertenessa, itp. Siłą rzeczy sami sobie robią pod górkę.  Ogólnie zarobki w IT są wysokie, ale dla tych, którzy naprawdę poświęcili dużo czasu na opanowanie rzadkich umiejętności. Jak ktoś myśli, że jeśli potrafi napisać hello world to dostanie 150 zł//g to się teraz rozczaruje..;"
"Spotkał się ktoś z Was z system szablonów który wykorzystuje samą składnie html? Załóżmy że mamy dane $data[""somevariable""]=""List of people""; $data[""usersarray""]=array(     array(""name""=>""Adam"",""age""=>30),     array(""name""=>""John"",""age""=>40) );  Natomiast szablon chciałbym aby wyglądał jak zwykły html i co najważniejsze zawierał w sobie przykładowe dane które później zostaną zastąpione <body> <text name=""somevariable"">Sample text</text> <table>     <loop name=""usersarray"">       <tr><td><item name=""name"">Mike</item></td><td><item name=""age"">50</item></td></tr>     </loop> </table> <loop> </body>  Ostatecznie tag text znika i zostaje tylko wartość zmiennej somevariable, a tag loop swoją zawartość powiela usuwając tag item i pozostawia w jego miejsce wartości z usersarray. Chodzi mi to, aby szablon można było wyświetlić w przeglądarce i aby wyglądał jak gotowa strona. Pewnie ktoś już coś takiego potrzebował, ale nie mogę nic podobnego znaleźć. Będę wdzięczny za każde sugestie.;"
"@abc To po co grafik miałby wpisaywać treść do szablonu, skoro ona i tak będzie zastąpiona? Czemu miałby nie wpisać tylko placeholdera?;"
"Jest takie rozszerzenie napisane w pythonie, które uruchamia wyskakujący kalendarz. Chciałbym go dostosować do swoich potrzeb. Normalnie ten kalendarz wyskakuje po naciśnięciu CTRL+PPM. Ja chciałbym, aby sprawdzało czy bieżący arkusz nazywa się ""druk"" i kalendarz wyskakiwał po naciśnięciu LPM tylko w wybranych komórkach (""J4"", ""D12"", ""D17"", ""F20""). Próbowałem zaprząc do tego chata GPT, ale nie dał rady. :) Oto kluczowy (chyba) fragment kodu po wprowadzeniu zmian przez GPT. Niestety, nie działa. Dużo przeróbek nie ma. Linia 13 została zastąpiona linią 15 i dodane linie od 16 do 21. Podejmie ktoś temat? class MouseClickHandler(Listener, XEnhancedMouseClickHandler):     def __init__(self, ctx, doc):         # print(""MouseClickHandler.__init__()"")         self.ctx = ctx         self.doc = doc      def mousePressed(self, e):         return True      def mouseReleased(self, e):         if not e.Target.supportsService(""com.sun.star.sheet.SheetCell""):             return True         # if (e.Buttons, e.ClickCount, e.Modifiers) == (2, 1, 2): # oryginalny wiersz         # Sprawdzenie, czy lewy przycisk myszy (LPM) został wciśnięty         if e.Buttons == 1:  # 1 oznacza lewy przycisk myszy (LPM)         # Sprawdzenie, czy aktualnie wybrany arkusz to ""druk""             current_sheet = self.doc.CurrentController.getActiveSheet()             if current_sheet.getName() == ""druk"":                 cell_address = e.Target.RangeAddress                 allowed_cells = (""J4"", ""D12"", ""D17"", ""F20"")  # Określ komórki, w których ma działać kalendarz                 if cell_address.StartAddress in allowed_cells:                     try:                         frame = self.doc.CurrentController.Frame                         ismultiselection = self.doc.CurrentSelection.queryIntersection(cell_address).Count                         if not ismultiselection:                             dispatcher = self.ctx.ServiceManager.createInstance(""com.sun.star.frame.DispatchHelper"")                             dispatcher.executeDispatch(frame, "".uno:GoToCell"", """", 0,                                                 (PropertyValue(""ToPoint"", 0, e.Target.AbsoluteName, 0),))                             calendar = Calendar(self.ctx, self.doc, e.Target)                             Y = e.Y + frame.LayoutManager.CurrentDockingArea.Height + frame.LayoutManager.CurrentDockingArea.Y + 16                             X = e.X + 31                             calendar.show(X, Y)                         return True                 except Exception:                     traceback.print_exc()         return True;"
"Jeśli senior niespełniający tych warunków pracuje jako senior w jakiejś firmie to może należałoby się zastanowić po co od niego wymagać rzeczy wymaganych na juniora. To logiczne, że junior musi znac przyziemne tematy (takie które są do zastąpienia przez gpt) bo to on finalnie klepie taski na bazie architektury, wymagań i całej otoczki wymyślonej przez jednego bądź kilku seniorów. Na prawdę nie rozumiem podniecania się kuciem na blachę tematów, które są do ogarnięcia przez byle bota. Nie sądzę by ordynator zajmował się obsługą respiratora. Mnie u seniora bardziej interesuje jak podchodzi do problemów, jak godzi ogarnianie długu technicznego vs wymogi biznesowe nowych featurow, na jakie konfy jeździ, jakie czyta książki by się rozwijać. Edit. Wymaganie pisania algorytmów to wgl iks de w dzisiejszych mocach obliczeniowych dostępnych za pół darmo. Chyba że aplikujesz do nasa lub innych rozwiązań gdzie moc jest ograniczona z różnych względów to inna sprawa. I od razu odbijam argument ""FAANG tak robi"", robi tak bo mają tysiące chętnych do bycia małpkami za setki tysięcy USD rocznie. Jak przyjdzie Google do Polski z ofertą 1mln pln rocznie to też mogę kuć i udawać, że wszystko jest różowe. No ale oni kładą 25k brutto za wymogi te same co w US. xd;"
"http://stackoverflow.com/questions/1636455/where-is-erlang-used-and-why Jeżeli używacie jabber'a to jest wielce prawdopodobne, że łączysz się z serwerem napisanym w Erlangu. Liczba ofert pracy jest powiązana z liczbą programistów. Liczba programistów też wpływa na liczbę ofert pracy + parę innych, waznych czynników. Tak. Jest to technologia nierozpropagowana (3-4 książki + jedna internetowa: http://http://learnyousomeerlang.com), niszowa wręcz. Nie moge powiedzieć, że Erlang wymarł, gdyż musiałby być żywotny na większą skalę w przeszłości. Wręcz przeciwnie - w ostanich latach jego popularność wzrosła, oczywiście nigdy do poziomu mainstreamu. Erlang jest regularnie wydawany (tak około co 4-ry miesiące powstają nowe wersje) - za pracą tych deweloperów ciągle kryje się Ericsson. To nie była nigdy technologia ""trendy"", ale wywarła wpływ na inne technologie, np. Scalę (albo biblioteka aktorów pt. Akka dla Scali i Javy). Dyskusja programistów Erlanga zasadniczo odbywa się na grupie dyskusyjnej ""erlang-questions"", bardzo przyjaznej zresztą. Mnesia nigdy nie była zaprojektowana aby zastąpić RDBMS-y - stąd też wykazuje się mało inicjatywy aby jej ograniczenia plikowe usuwać - trend jest aby używać poważnych RDBMS-ów lub dokumentowych baz danych (jak CouchDB lub Riak, jeżeli chodzi o implementacje w Erlangu). Podsumowując: patrząc na ruch na grupie dyskusyjnej, na to ile pracy się wkłada w kolejne wydania systemu nie mogę się zgodzić z terminem ""wymiera"". Ale jest na pewno niszowy.;"
"Hej. Jakiś czas temu przeżywając nieodwazejmnioną fascynację programowaniem funkcyjnym, trafiłem na jakieś porównanie, w którym jako jego zaletę prezentowaną możliwość zastąpienia wzorców projektowych taką metodyką. Może po prostu mało widziałem. Robiłem chyba dwa podejścia do Haskella i na samym początku jakoś szło, ale potem już średnio. Najłatwiej byłoby mi to zjarzyć pewnie jakby ktoś mi pokazł porównanie dwóch programów na kilkanaście modułów gdzie jeden jest napisany obiektowo z użyciem wzorców, a drugi funkcyjnie, więc jeśli gdzieś coś takiego widzieliście, to byłbym wdzięczny. Albo może jednak ktoś uprzejmy opowie o tym tak, że jednak zrozumiem. :);"
"Design pattern to nazwa na określoną klasę rozwiązań danego problemu.  A więc co do zasady pytanie jest troche malo sensowne, ale znając życie chodziło o patterny popularne w językach typu OOP - jakieś strategie, visitory itd itd. I czy w językach FP jest potrzeba stosowania ich? IIRC nie, bo np. visitora mozesz zastąpić switchem z exhaustive compile-time checkiem;"
"https://github.com/radioactiveCode/skanerTCP  Powinieneś pisać kod po angielsku Brakuje README.md dla projektu Brakuje setup.py i wydzielonego modułu Brakuje requirements.txt Nazwy metod piszesz w camelCase zamiast snake_case Zamiast wczytywać dane z input zainteresuj się argparse - https://docs.python.org/3/library/argparse.html  Spróbuj zastąpić pętlę while True: if sth: break konstrukcją while not sth: do_sth(). Generalnie nie używaj break i continue. To jest anachronizm.  skaner.py linijka 3 - # main - po co wrzucasz nic nieznaczące komentarze? Zamiast tego stwórz funkcję def main(): i ją po prostu wywołaj Brak konstrukcji if __name__ == ""__main__"":  Brak testów Zainteresuj się f-stringami zamiast zwykłym ""string"" + ""string2""   Jak to zrobisz to przyjdź po więcej.;"
"Doceniam Twój optymizm :) Jednak rynek nie jest taki ""super"" i jakoś nie narzekamy na brak CV. W zasadzie sami studenci, choć trafiają się też... ciekawe przypadki ;) Ludzie, dobra firma i fajna technologia robią swoje. Ja nie widzę na rynku potrzeby uządzania łapanek na studentów/juniorów. Zostawiam to firmom które potrafią zastąpić dowolnego architekta skończoną liczbą studentów ;) Btw1 A co złego jest w listach motywacyjnych? To nie zawsze desperacja. Z tego co wiem to nadal pisze się je choćby na Harvard czy pracy w prestiżowych firmach. Osobiście widuję je raptem raz na rok, ale nie widzę w nich nic złego. Btw2 Co masz do ludzi po 30? Znam masę ludzi którzy zrobili switch w tym wieku i są bardziej doceniani na rynku niż nie jeden wybitny student. Wbrew pozorom wcześniejsze doświadczenie poza programowaniem to często mega atut.  Spoko. Szanuję ludzi którzy są chętni poświęcić swój i pracodawcy czas na pogawędkę ze wszystkimi chętnymi. Ja wolę jednak spotkać się i porozmawiać z tymi którzy najpierw wykazali się odrobiną pracy, chęci i wiedzy.  Nic. Pracuję w niszowej technologi, doświadczenie w czymkolwiek innym daje.. doświadczenie :) Tego co my robimy i tak trzeba się nauczyć, nie jest to wiedza ogólna. Przyszedłeś z doświadczeniem? - spoko będzie Ci łatwiej lub ciężej, zależy czego się uczyłeś, jakich nawyków nabrałeś i w jaki sposób pracujesz. Na koniec dnia wszyscy są oceniani z tych samych zadań.;"
"To nie jest jego wada tylko jest to jego jedno z wielu zadań do których PHP zostało stworzone. Ludzie są negatywnie nastawieni do php, bo nie rozumieją do czego ten język służy. Podobnie jest z html i css które są świetnymi językami programowania które mają określony cel i zakres zastosowania, ale przyjdzie Ci taki śmieszek i powie, że najkrótszy żart programistyczny to programista php, a jeszcze krótszy to programista js. Na temat kilku najczęściej wyśmiewanych języków w uproszczeniu: php - język do komunikacji z serwerem, pośredniczący w komunikacji z bazą danych (bezpośrednio na bazie operujemy językiem SQL, jedną z jego popularniejszych odmian jest MySQL) html - język do tworzenia szkieletu warstwy wizualnej (dzielenie strony na kolumny, wyznaczanie gdzie są paragrafy, artykuły, linki, formularze, itd.) css - do kolorowania, formatowania szkieletu warstwy wizualnej js - js operuje na szkielecie warstwy wizualnej, może na nim wykonywać operacje, a także może go formatować, czyli jest bardzo uniwersalny. Gdy jakaś wersja jakiejś niszowej przeglądarki (np. internet explorer lub firefox) nie obsługuje jakiegoś nowego selektora css to można w js napisać 1000 linii kodu które zrobią dokładnie to co robi ten selektor. Autorowi tematu polecam zapoznanie się na razie jedynie z teorią MVC. Dopiero uczysz się programować i widzę, że ciekawe rzeczy robisz, podoba mi się to, ale musisz wiedzieć jak działa strona internetowa, a MVC jest wzorcem projektowym który według mnie idealnie definiuje i uzmysławia sposób, zasady działania strony internetowej/webaplikacji. Dlaczego? M - model, V- view (widok), C - controller (kontroler).  Co to konkretnie oznacza? Model odpowiada za operacje na bazie danych, view za wygląd strony, a controller za tzw logikę (nie lubię jak początkującym wbija się to słowo do głowy, bo nic im ono nie mówi, podobnie jak mówienie o klasach i obiektach jako formie realizacji jakiejś ""rzeczywistości"", sorry, ale osoba zielona w programowaniu nie ma pojęcia czym owa rzeczywistość tak naprawdę jest), czyli wykonywanie działań, instrukcji, operacji takich jak np wykonywanie pętli, instrukcji warunkowych, konkretnych funkcji (by nie podawać najgorszego przykładu, czyli print() lub echo() to podam trim(), czyli funkcja do usunięcia białych znaków z początku i końca ciągu znaków), tablice jedno i wielowymiarowe, klasy, obiekty, itd. Po tym jak przeczytasz artykuł albo dwa albo kilka o mvc powinieneś już dobrze wiedzieć kiedy i jak należy korzystać z js, php, a kiedy można w ogóle z nich nie korzystać i zastąpić je czymś prostszym. Do wyświetlenia słowa na stronie nie używajmy obiektu klasy HelloWorld tylko dajmy najnormalniej w świecie Hello world, ale kto k... chce używać programowania do wyświetlania napisu, programując chcemy stworzyć narzędzie które pozwoli nam wyświetlić napis jako jeden z wielu elementów naszego programu. Jak chcę wyświetlić na ekranie hello world to otwieram notatnik albo nano i w nim piszę te koszmarne ""hello world"", nawet użycie ms word/libre office writer byłoby użyciem zbyt potężnego narzędzia do wykonania zbyt prostego zadania.</p>;"
